dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
NREL National Solar Radiation Database on AWS,https://registry.opendata.aws/nrel-pds-nsrdb/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, the National Solar Radiation Database (NSRDB) is a serially complete collection of hourly and half-hourly values of the three most common measurements of solar radiation – global horizontal, direct normal, and diffuse horizontal irradiance — and meteorological data. These data have been collected at a sufficient number of locations and temporal and spatial scales to accurately represent regional solar radiation climates.",arn:aws:s3:::nrel-pds-nsrdb/mts2,S3 Bucket,us-west-2,Meteorological Statistical Model 2 (MTS2) data (1991-2005) in HDF5 format,earth observation,energy,geospatial,meteorological,solar,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NREL National Solar Radiation Database on AWS,https://registry.opendata.aws/nrel-pds-nsrdb/,"Released to the public as part of the Department of Energy's Open Energy Data Initiative, the National Solar Radiation Database (NSRDB) is a serially complete collection of hourly and half-hourly values of the three most common measurements of solar radiation – global horizontal, direct normal, and diffuse horizontal irradiance — and meteorological data. These data have been collected at a sufficient number of locations and temporal and spatial scales to accurately represent regional solar radiation climates.",arn:aws:s3:::nrel-pds-hsds/nsrdb/,S3 Bucket,us-west-2,HSDS Backend Data,earth observation,energy,geospatial,meteorological,solar,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OpenEEW,https://registry.opendata.aws/grillo-openeew/,"Grillo has developed an IoT-based earthquake early-warning system, with sensors currently deployed in Mexico, Chile, Puerto Rico and Costa Rica, and is now opening its entire archive of unprocessed accelerometer data to the world to encourage the development of new algorithms capable of rapidly detecting and characterizing earthquakes in real time.",arn:aws:s3:::grillo-openeew,S3 Bucket,us-east-1,OpenEEW,deep learning,disaster response,earth observation,earthquakes,machine learning,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SILO climate data on AWS,https://registry.opendata.aws/silo/,"SILO is a database of Australian climate data from 1889 to the present. It provides continuous, daily time-step data products in ready-to-use formats for research and operational applications. SILO's gridded datasets (in NetCDF and GeoTiff formats) are hosted on AWS Public Data. Point data (at both station and grid cell locations) are available from the SILO website. Incremental update files for mirroring point datasets at station locations are also available on AWS Public Data.",arn:aws:s3:::silo-open-data,S3 Bucket,ap-southeast-2,SILO open data,climate,earth observation,environmental,meteorological,model,sustainability,water,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Southern California Earthquake Data,https://registry.opendata.aws/southern-california-earthquakes/,This dataset contains ground motion velocity and acceleration seismic waveforms recorded by the Southern California Seismic Network (SCSN) and archived at the Southern California Earthquake Data Center (SCEDC).,arn:aws:s3:::scedc-pds,S3 Bucket,us-west-2,Seismic waveform data (miniSEED format),earth observation,earthquakes,seismology,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Storm EVent ImageRy (SEVIR),https://registry.opendata.aws/sevir/,"Collection of spatially and temporally aligned GOES-16 ABI satellite imagery, NEXRAD radar mosaics, and GOES-16 GLM lightning detections.",arn:aws:s3:::sevir,S3 Bucket,us-west-2,Dataset of storm imagery,meteorological,satellite imagery,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Human Microbiome Project,https://registry.opendata.aws/human-microbiome-project/,"The NIH-funded Human Microbiome Project (HMP) is a collaborative effort of over 300 scientists from more than 80 organizations to comprehensively characterize the microbial communities inhabiting the human body and elucidate their role in human health and disease. To accomplish this task, microbial community samples were isolated from a cohort of 300 healthy adult human subjects at 18 specific sites within five regions of the body (oral cavity, airways, urogenital track, skin, and gut). Targeted sequencing of the 16S bacterial marker gene and/or whole metagenome shotgun sequencing was performed for thousands of these samples. In addition, whole genome sequences were generated for isolate strains collected from human body sites to act as reference organisms for analysis. Finally, 16S marker and whole metagenome sequencing was also done on additional samples from people suffering from several disease conditions.",arn:aws:s3:::human-microbiome-project,S3 Bucket,us-west-2,https://aws.amazon.com/datasets/human-microbiome-project/,amino acid,fasta,fastq,genetic,genomic,life sciences,metagenomics,microbiome,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USGS 3DEP LiDAR Point Clouds,https://registry.opendata.aws/usgs-lidar/,"The goal of the USGS 3D Elevation Program (3DEP) is to collect elevation data in the form of light detection and ranging (LiDAR) data over the conterminous United States, Hawaii, and the U.S. territories, with data acquired over an 8-year period. This dataset provides two realizations of the 3DEP point cloud data. The first resource is a public access organization provided in Entwine Point Tiles format, which a lossless, full-density, streamable octree based on LASzip (LAZ) encoding. The second resource is a Requester Pays of the same data in LAZ (Compressed LAS) format. Resource names in both buckets correspond to the USGS project names.",arn:aws:s3:::usgs-lidar-public,S3 Bucket,us-west-2,Public access Entwine Point Tiles of most resources from the arn:aws:s3:::usgs-lidar bucket.,disaster response,elevation,geospatial,lidar,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
USGS 3DEP LiDAR Point Clouds,https://registry.opendata.aws/usgs-lidar/,"The goal of the USGS 3D Elevation Program (3DEP) is to collect elevation data in the form of light detection and ranging (LiDAR) data over the conterminous United States, Hawaii, and the U.S. territories, with data acquired over an 8-year period. This dataset provides two realizations of the 3DEP point cloud data. The first resource is a public access organization provided in Entwine Point Tiles format, which a lossless, full-density, streamable octree based on LASzip (LAZ) encoding. The second resource is a Requester Pays of the same data in LAZ (Compressed LAS) format. Resource names in both buckets correspond to the USGS project names.",arn:aws:s3:::usgs-lidar,S3 Bucket Requester Pays,us-west-2,"A Requester Pays Bucket of Raw LAZ 1.4 3DEP data. Data in this bucket is more complete in coverage than the EPT bucket, but it is not a complete 3DEP mirror. Some resources in this bucket also have incomplete and missing coordinate system information, which is why they might not be mirrored into the EPT bucket.",disaster response,elevation,geospatial,lidar,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Variant Effect Predictor (VEP) and the Loss-Of-Function Transcript Effect Estimator (LOFTEE) Plugin,https://registry.opendata.aws/hail-vep-pipeline/,"VEP determines the effect of genetic variants (SNPs, insertions, deletions, CNVs or structural variants) on genes, transcripts, and protein sequence, as well as regulatory regions. The European Bioinformatics Institute produces the VEP tool/db and releases updates every 1 - 6 months. The latest release contains 267 genomes from 232 species containing 5567663 protein coding genes. This dataset hosts the last 5 releases for human, rat, and zebrafish. Also, it hosts the required reference files for the Loss-Of-Function Transcript Effect Estimator (LOFTEE) plugin as it is commonly used with VEP.",arn:aws:s3:::hail-vep-pipeline,S3 Bucket,us-east-1,VEP and LOFTEE data,genome wide association study,genomic,life sciences,loftee,vep,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Africa Soil Information Service (AfSIS) Soil Chemistry,https://registry.opendata.aws/afsis/,"This dataset contains soil infrared spectral data and paired soil property reference measurements for georeferenced soil samples that were collected through the Africa Soil Information Service (AfSIS) project, which lasted from 2009 through 2018. In this release, we include data collected during Phase I (2009-2013.) Georeferenced samples were collected from 19 countries in Sub-Saharan African using a statistically sound sampling scheme, and their soil properties were analyzed using both conventional soil testing methods and spectral methods (infrared diffuse reflectance spectroscopy). The two types of data can be paired to form a training dataset for machine learning, such that certain soil properties can be well-predicted through less expensive spectral techniques.",arn:aws:s3:::afsis,S3 Bucket,us-east-1,"Paired wet and dry chemistry measurements for georeferenced soils collected by the Africa Soil Information Service (AfSIS), stored as CSV and OPUS files.",agriculture,environmental,food security,life sciences,machine learning,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amazon Bin Image Dataset,https://registry.opendata.aws/amazon-bin-imagery/,"The Amazon Bin Image Dataset contains over 500,000 images and metadata from bins of a pod in an operating Amazon Fulfillment Center. The bin images in this dataset are captured as robot units carry pods as part of normal Amazon Fulfillment Center operations.",arn:aws:s3:::aft-vbi-pds,S3 Bucket,us-east-1,"Over 500,000 bin JPEG images and corresponding JSON metadata files describing items in bins in Amazon Fulfillment Centers.",computer vision,machine learning,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Atmospheric Models from Météo-France,https://registry.opendata.aws/meteo-france-models/,Global and high-resolution regional atmospheric models from Météo-France.,arn:aws:s3:::mf-nwp-models,S3 Bucket,eu-west-1,Atmospheric Models from Météo-France,climate,disaster response,earth observation,environmental,machine learning,meteorological,model,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Broad Genome References,https://registry.opendata.aws/broad-references/,Broad maintained human genome reference builds hg19/hg38 and decoy references.,arn:aws:s3:::broad-references,S3 Bucket,us-east-1,This dataset includes two human genome references assembled by the Genome Reference Consortium: Hg19 and Hg38.,bioinformatics,biology,cancer,genetic,genomic,Homo sapiens,life sciences,reference index,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cancer Genome Characterization Initiatives - Burkitt Lymphoma, HIV+ Cervical Cancer",https://registry.opendata.aws/cgci/,"The Cancer Genome Characterization Initiatives (CGCI) program supports cutting-edge genomics research of adult and pediatric cancers. CGCI investigators develop and apply advanced sequencing methods that examine genomes, exomes, and transcriptomes within various types of tumors. The program includes Burkitt Lymphoma Genome Sequencing Project (BLGSP) project and HIV+ Tumor Molecular Characterization Project - Cervical Cancer (HTMCP-CC) project. The dataset contains open Clinical Supplement, Biospecimen Supplement, RNA-Seq Gene Expression Quantification, miRNA-Seq Isoform Expression Quantification, and miRNA Expression Quantification data. This dataset also contains controlled WGS/Targeted Sequencing/RNA-Seq/miRNA-Seq Aligned Reads, and RNA-Seq Splice Junction Quantification",arn:aws:s3:::gdc-cgci-blgsp-phs000235-2-open,S3 Bucket,us-east-1,"Clinical Supplement, Biospecimen Supplement, RNA-Seq Gene Expression Quantification, miRNA-Seq Isoform Expression Quantification, miRNA-Seq miRNA Expression Quantification",cancer,genomic,life sciences,STRIDES,transcriptomics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cancer Genome Characterization Initiatives - Burkitt Lymphoma, HIV+ Cervical Cancer",https://registry.opendata.aws/cgci/,"The Cancer Genome Characterization Initiatives (CGCI) program supports cutting-edge genomics research of adult and pediatric cancers. CGCI investigators develop and apply advanced sequencing methods that examine genomes, exomes, and transcriptomes within various types of tumors. The program includes Burkitt Lymphoma Genome Sequencing Project (BLGSP) project and HIV+ Tumor Molecular Characterization Project - Cervical Cancer (HTMCP-CC) project. The dataset contains open Clinical Supplement, Biospecimen Supplement, RNA-Seq Gene Expression Quantification, miRNA-Seq Isoform Expression Quantification, and miRNA Expression Quantification data. This dataset also contains controlled WGS/Targeted Sequencing/RNA-Seq/miRNA-Seq Aligned Reads, and RNA-Seq Splice Junction Quantification",arn:aws:s3:::gdc-cgci-phs000235-2-open,S3 Bucket,us-east-1,"Clinical Supplement, Biospecimen Supplement, RNA-Seq Gene Expression Quantification, miRNA-Seq Isoform Expression Quantification, miRNA-Seq miRNA Expression Quantification",cancer,genomic,life sciences,STRIDES,transcriptomics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Cancer Genome Characterization Initiatives - Burkitt Lymphoma, HIV+ Cervical Cancer",https://registry.opendata.aws/cgci/,"The Cancer Genome Characterization Initiatives (CGCI) program supports cutting-edge genomics research of adult and pediatric cancers. CGCI investigators develop and apply advanced sequencing methods that examine genomes, exomes, and transcriptomes within various types of tumors. The program includes Burkitt Lymphoma Genome Sequencing Project (BLGSP) project and HIV+ Tumor Molecular Characterization Project - Cervical Cancer (HTMCP-CC) project. The dataset contains open Clinical Supplement, Biospecimen Supplement, RNA-Seq Gene Expression Quantification, miRNA-Seq Isoform Expression Quantification, and miRNA Expression Quantification data. This dataset also contains controlled WGS/Targeted Sequencing/RNA-Seq/miRNA-Seq Aligned Reads, and RNA-Seq Splice Junction Quantification",arn:aws:s3:::gdc-cgci-phs000235-2-controlled,S3 Bucket Controlled Access,us-east-1,"WGS/Targeted Sequencing/RNA-Seq/miRNA-Seq Aligned Reads, RNA-Seq Splice Junction Quantification",cancer,genomic,life sciences,STRIDES,transcriptomics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ECMWF ERA5 Reanalysis,https://registry.opendata.aws/ecmwf-era5/,"ERA5 is the fifth generation of ECMWF atmospheric reanalyses of the global climate, and the first reanalysis produced as an operational service. It utilizes the best available observation data from satellites and in-situ stations, which are assimilated and processed using ECMWF's Integrated Forecast System (IFS) Cycle 41r2. The dataset provides all essential atmospheric meteorological parameters like, but not limited to, air temperature, pressure and wind at different altitudes, along with surface parameters like rainfall, soil moisture content and sea parameters like sea-surface temperature and wave height. ERA5 provides data at a considerably higher spatial and temporal resolution than its legacy counterpart ERA-Interim. ERA5 consists of high resolution version with 31 km horizontal resolution, and a reduced resolution ensemble version with 10 members. It is currently available since 2008, but will be continuously extended backwards, first until 1979 and then to 1950. Learn more about ERA5 in Jon Olauson's paper ERA5: The new champion of wind power modelling?.",arn:aws:s3:::era5-pds,S3 Bucket,us-east-1,ERA5 Reanalysis NetCDF 4 files,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hubble Space Telescope Public Data,https://registry.opendata.aws/hst/,"The Hubble Space Telescope (HST) is one of the most productive scientific instruments ever created. This dataset contains calibrated and raw data for all of the currently active instruments on HST: ACS, COS, STIS and WFC3.",arn:aws:s3:::stpubdata/hst,S3 Bucket Requester Pays,us-east-1,Project data files in a 'Requester Pays' bucket,astronomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hubble Space Telescope Public Data,https://registry.opendata.aws/hst/,"The Hubble Space Telescope (HST) is one of the most productive scientific instruments ever created. This dataset contains calibrated and raw data for all of the currently active instruments on HST: ACS, COS, STIS and WFC3.",arn:aws:sns:us-east-1:879230861493:stpubdata,SNS Topic,us-east-1,Notifications for new data,astronomy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIMIC-III (‘Medical Information Mart for Intensive Care’),https://registry.opendata.aws/mimiciii/,"MIMIC-III (‘Medical Information Mart for Intensive Care’) is a large, single-center database comprising information relating to patients admitted to critical care units at a large tertiary care hospital. Data includes vital signs, medications, laboratory measurements, observations and notes charted by care providers, fluid balance, procedure codes, diagnostic codes, imaging reports, hospital length of stay, survival data, and more. The database supports applications including academic and industrial research, quality improvement initiatives, and higher education coursework. The MIMIC-III dataset is freely-available. Researchers seeking to use the database must formally request access. For details, see the getting started page. Once you have a PhysioNet account, you must enable acccess to the MIMIC-III dataset from your AWS account. To do this, please input your AWS account number, and request access to the MIMIC-III Clinical Database on AWS.",arn:aws:s3:::mimic-iii-physionet,S3 Bucket Controlled Access,us-east-1,Project data files,bioinformatics,health,life sciences,natural language processing,us,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAIP on AWS,https://registry.opendata.aws/naip/,"The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental U.S. This ""leaf-on"" imagery andtypically ranges from 60 centimeters to 100 centimeters in resolution and is available from the naip-analytic Amazon S3 bucket as 4-band (RGB + NIR) imagery in MRF format, on naip-source Amazon S3 bucket as 4-band (RGB + NIR) in uncompressed Raw GeoTiff format and naip-visualization as 3-band (RGB) Cloud Optimized GeotTiff format. NAIP data is delivered at the state level; every year, a number of states receive updates, with an overall update cycle of two or three years. More details on NAIP",arn:aws:s3:::naip-analytic,S3 Bucket Requester Pays,us-west-2,"The data in this bucket is 4-band (RGB + NIR) in MRF format and Cloud Optimized GeoTIFF (COG) processed by Esri. The MRF format is a cloud-optimized open data format that provides fast access to data on S3. MRF can be accessed using GDAL and most applications build using GDAL, but also directly by web applications. Data is provided as 512x512 tiles, with reduced-resolution pyramids created using 2x sampling by averaging. Finally, data compression is efficient and lossless (meaning the data values here are the same as the source). A Cloud Optimized GeoTIFF (COG) is a GeoTIFF file optimized for hosting on a HTTP file server. COG has an internal organization that enables more efficient workflows on the cloud by supporting HTTP GET range requests, where just parts of a file are requested and returned. The bucket is set as a Requester Pays bucket.",aerial imagery,earth observation,geospatial,natural resource,regulatory,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAIP on AWS,https://registry.opendata.aws/naip/,"The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental U.S. This ""leaf-on"" imagery andtypically ranges from 60 centimeters to 100 centimeters in resolution and is available from the naip-analytic Amazon S3 bucket as 4-band (RGB + NIR) imagery in MRF format, on naip-source Amazon S3 bucket as 4-band (RGB + NIR) in uncompressed Raw GeoTiff format and naip-visualization as 3-band (RGB) Cloud Optimized GeotTiff format. NAIP data is delivered at the state level; every year, a number of states receive updates, with an overall update cycle of two or three years. More details on NAIP",arn:aws:s3:::naip-source,S3 Bucket Requester Pays,us-west-2,The data in this bucket is Original Imagery in Geotiff format 4-band (RGB + NIR) uncompressed no overviews and metadata in a Requester Pays bucket,aerial imagery,earth observation,geospatial,natural resource,regulatory,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NAIP on AWS,https://registry.opendata.aws/naip/,"The National Agriculture Imagery Program (NAIP) acquires aerial imagery during the agricultural growing seasons in the continental U.S. This ""leaf-on"" imagery andtypically ranges from 60 centimeters to 100 centimeters in resolution and is available from the naip-analytic Amazon S3 bucket as 4-band (RGB + NIR) imagery in MRF format, on naip-source Amazon S3 bucket as 4-band (RGB + NIR) in uncompressed Raw GeoTiff format and naip-visualization as 3-band (RGB) Cloud Optimized GeotTiff format. NAIP data is delivered at the state level; every year, a number of states receive updates, with an overall update cycle of two or three years. More details on NAIP",arn:aws:s3:::naip-visualization,S3 Bucket Requester Pays,us-west-2,"The data in this bucket is 3 band RGB in Geotiff format. It is converted and managed by Esri. This imagery is provided as Cloud Optimized GeoTIFFs, has been compressed using YCbCr JPEG with quality 85. It is provided as 512x512 tiles, with pyramids created using 2x sampling by averaging. The bucket is set as a Requester Pays bucket.",aerial imagery,earth observation,geospatial,natural resource,regulatory,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NASA NEX,https://registry.opendata.aws/nasanex/,"A collection of Earth science datasets maintained by NASA, including climate change projections and satellite images of the Earth's surface.",arn:aws:s3:::nasanex/NEX-DCP30,S3 Bucket,us-west-2,Downscaled Climate Projections (NEX-DCP30),climate,earth observation,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NASA NEX,https://registry.opendata.aws/nasanex/,"A collection of Earth science datasets maintained by NASA, including climate change projections and satellite images of the Earth's surface.",arn:aws:s3:::nasanex/NEX-GDDP,S3 Bucket,us-west-2,Global Daily Downscaled Projections (NEX-GDDP),climate,earth observation,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NASA NEX,https://registry.opendata.aws/nasanex/,"A collection of Earth science datasets maintained by NASA, including climate change projections and satellite images of the Earth's surface.",arn:aws:s3:::nasanex/LOCA,S3 Bucket,us-west-2,Localized Constructed Analogs (LOCA),climate,earth observation,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NASA NEX,https://registry.opendata.aws/nasanex/,"A collection of Earth science datasets maintained by NASA, including climate change projections and satellite images of the Earth's surface.",arn:aws:s3:::nasanex/MODIS,S3 Bucket,us-west-2,MOD13Q1 (Vegetation Indices 16-Day L3 Global 250m),climate,earth observation,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NASA NEX,https://registry.opendata.aws/nasanex/,"A collection of Earth science datasets maintained by NASA, including climate change projections and satellite images of the Earth's surface.",arn:aws:s3:::nasanex/Landsat,S3 Bucket,us-west-2,Landsat GLS (Global Land Survey),climate,earth observation,natural resource,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
National Cancer Institute Center for Cancer Research - Diffuse Large B Cell Lymphoma (DLBCL) Genomics and Expression,https://registry.opendata.aws/nciccr-dlbcl/,"The study describes integrative analysis of genetic lesions in 574 diffuse large B cell lymphomas (DLBCL) involving exome and transcriptome sequencing, array-based DNA copy number analysis and targeted amplicon resequencing. The dataset contains open RNA-Seq Gene Expression Quantification data.",arn:aws:s3:::gdc-nciccr-phs001444-2-open,S3 Bucket,us-east-1,RNA-Seq Gene Expression Quantification,cancer,genomic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Open City Model (OCM),https://registry.opendata.aws/opencitymodel/,Open City Model is an initiative to provide cityGML data for all the buildings in the United States. By using other open datasets in conjunction with our own code and algorithms it is our goal to provide 3D geometries for every US building.,arn:aws:s3:::opencitymodel,S3 Bucket,us-east-1,Project data files,cities,events,geospatial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon Health & Science University Chronic Neutrophilic Leukemia Dataset,https://registry.opendata.aws/ohsu-cnl/,"The OHSU-CNL study offers the whole exome and RNA-sequencing on a cohort of 100 cases with rare hematologic malignancies such as Chronic neutrophilic leukemia (CNL), atypical chronic myeloid leukemia (aCML), and unclassified myelodysplastic syndrome/myeloproliferative neoplasms (MDS/MPN-U). This dataset contains open RNA-Seq Gene Expression Quantification data.",arn:aws:s3:::gdc-ohsu-cnl-phs001799-2-open,S3 Bucket,us-east-1,RNA-Seq Gene Expression Quantification,cancer,genomic,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pancreatic Cancer Organoid Profiling,https://registry.opendata.aws/organoid-pancreatic/,"This study generated a collection of patient-derived pancreatic normal and cancer organoids and it was sequenced using Whole Genome Sequencing (WGS), Whole Exome Sequencing (WXS) and RNA-Seq as well as matched tumor and normal tissue if available. The study provides a valuable resource for pancreatic cancer researchers. The dataset contains open RNA-Seq Gene Expression Quantification data and controlled WGS/WXS/RNA-Seq Aligned Reads, WXS Annotated Somatic Mutation, WXS Raw Somatic Mutation, and RNA-Seq Splice Junction Quantification.",arn:aws:s3:::gdc-organoid-pancreatic-phs001611-2-open,S3 Bucket,us-east-1,RNA-Seq Gene Expression Quantification,cancer,genetic,genomic,STRIDES,transcriptomics,whole genome sequencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pancreatic Cancer Organoid Profiling,https://registry.opendata.aws/organoid-pancreatic/,"This study generated a collection of patient-derived pancreatic normal and cancer organoids and it was sequenced using Whole Genome Sequencing (WGS), Whole Exome Sequencing (WXS) and RNA-Seq as well as matched tumor and normal tissue if available. The study provides a valuable resource for pancreatic cancer researchers. The dataset contains open RNA-Seq Gene Expression Quantification data and controlled WGS/WXS/RNA-Seq Aligned Reads, WXS Annotated Somatic Mutation, WXS Raw Somatic Mutation, and RNA-Seq Splice Junction Quantification.",arn:aws:s3:::gdc-organoid-pancreatic-phs001611-2-controlled,S3 Bucket Controlled Access,us-east-1,"WGS/WXS/RNA-Seq Aligned Reads, WXS Annotated Somatic Mutation, WXS Raw Somatic Mutation, RNA-Seq Splice Junction Quantification",cancer,genetic,genomic,STRIDES,transcriptomics,whole genome sequencing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rapid7 FDNS ANY Dataset,https://registry.opendata.aws/rapid7-fdns-any/,"Subset of FDNS ANY queries against domain names produced by Rapid7 Project Sonar, made available in s3. More information on the schema can be found at Rapid7's Open Data website.",arn:aws:s3:::rapid7-opendata/fdns/any/v1/,S3 Bucket,us-east-1,"FDNS ANY Gzip-compressed parquet files following a HIVE partitioning model, with a 90-day retention period. This dataset represents the data returned for a name when an ANY query is issued. Data is partitioned by date=YYYYMM which is the year-month that the FDNS ANY study was launched.",analytics,computer security,cyber security,internet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rapid7 FDNS ANY Dataset,https://registry.opendata.aws/rapid7-fdns-any/,"Subset of FDNS ANY queries against domain names produced by Rapid7 Project Sonar, made available in s3. More information on the schema can be found at Rapid7's Open Data website.",arn:aws:sns:us-east-1:740874647437:s3-event-notification-new-aws-pds-dataset,SNS Topic,us-east-1,New FDNS parquet dataset announcements,analytics,computer security,cyber security,internet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RarePlanes,https://registry.opendata.aws/rareplanes/,"RarePlanes is a unique open-source machine learning dataset from CosmiQ Works and AI.Reverie that incorporates both real and synthetically generated satellite imagery. The RarePlanes dataset specifically focuses on the value of AI.Reverie synthetic data to aid computer vision algorithms in their ability to automatically detect aircraft and their attributes in satellite imagery. Although other synthetic/real combination datasets exist, RarePlanes is the largest openly-available very high resolution dataset built to test the value of synthetic data from an overhead perspective. The real portion of the dataset consists of 253 Maxar WorldView-3 satellite scenes spanning 112 locations and 2,142 km^2 with 14,700 hand-annotated aircraft. The accompanying synthetic dataset is generated via AI.Reverie’s novel simulation platform and features 50,000 synthetic satellite images with ~630,000 aircraft annotations.",arn:aws:s3:::rareplanes-public,S3 Bucket,us-west-2,"Real and synthetic satellite imagery, annotations, and metadata",computer vision,deep learning,earth observation,geospatial,labeled,machine learning,satellite imagery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
